,name,Title,comment,rating,ratin,,,,,,,,,,
1103,Itsvikasrana17 April 2022,Masterpiece Movie,"Every scene was a masterpiece. Never seen a movie like that. Every minute is strangest thing happened. Yash Sir nailed his character ""ROCKY"". I want to say "" SALAAM ROCKY BHAI"". No actor in this world is near him and his acting. Srinidihi also nailed her character. I fall in love with her.",10-Oct,10,,,,,,,,,,
1104,amarjangam16 April 2022,Blockbuster movie,"Best movie ever. In 2018, the blockbuster film KGF: Chapter 1 got released. Chapter 2 is the sequel to it. Vijay Kiragandur under the banner Hombale Films produces the film, directed by Prashanth Neel. Rockstars Yash, Srinidhi Shetty, Sanjay Dutt, and Raveena Tandon play the leads, while Prakash Raj, Malavika Avinash, Eswari Rao, and others provide supporting roles. Ravi Basrur composed the music, and Bhuvan Gowda handled the cinematography.",10-Oct,10,,,,,,,,,,
1105,rajnishkumar-0517228 April 2022,first half is brilliant. overall KGF 2 < KGF 1,KGF 1 KGF 2 1. Story was better overall. --- 1. Story was good only upto first half 2. BGM was perfectly placed. --- 2. Music and BGM was overlouded and was not impactful.,08-Oct,8,,,,,,,,,,
1106,sandydeswal18 April 2022,Thunderstorm,"The movie was thunderstorm...... Director has forced the audience to use their mind to understand the movie.......not only KGF 2 but the past, present and future of KGF universe.",09-Oct,9,,,,,,,,,,
1107,khudkeadarsh16 April 2022,Diamond of Indian Cinema.,Kgf Chapter 2 is a must watch movie.,10-Oct,10,,,,,,,,,,
1108,vishalzj19 April 2022,Action Drama extravaganza 😈,*Story ✅✅✅✅✅ * Screenplay ✅✅✅✅ * Direction ✅✅✅✅✅ * Dop/Cinematography ✅✅✅✅✅ * Art work ✅✅✅✅✅ * Editing ✅✅✅✅✅ * Music & BGM ✅✅✅✅✅ ----------------------------------------------- Felt lyk watching Indian John wick 😈😈 Must watch 🔥🔥🔥,10-Oct,10,,,,,,,,,,
1109,gauravkumar-4595914 April 2022,A Masterpiece!!,"This is a must watch movie best screenplay, best cast, best direction, best story narration. This is not just a movie but a masterpiece. Pls go to watch this I can watch this movie 1000 even by paying. Loved it the team completely Nailed it. 😍😍",10-Oct,10,,,,,,,,,,
1110,subratab-5973918 April 2022,Top Level Movie of Indian History.,"KGF Chapter 2, Not Just a Movie... Its action, emotion, rocky's attitude all are Extremly attractive... In One Word KGF 2 is Love... Yash Is on Fire..",10-Oct,10,,,,,,,,,,
1111,mjpruei23 April 2022,This is beyond imagination in Indian history and Hollywood takes lesson from this,Violence violence violence I avoid but violence likes me I CAN'T AVOID.,10-Oct,10,,,,,,,,,,
1112,ronisham-7640423 May 2022,Full Entertainment,"What do people expect from a movie? Satisfaction?? Entertainment??? I think goosebumps. In every 10 minutes, there is goosebumps. So, the movie is full entertainment. Love it.",10-Oct,10,,,,,,,,,,
1113,takshakking14 April 2022,1st Blockbuster in the 2030 decade.,"After a long time, we will watch this type of content, animation, and a lot of action moreover, the acting and storytelling way is such a mind-blowing.",10-Oct,10,,,,,,,,,,
1114,aviralsingh-3424214 April 2022,God Level !,Everything was top notch !,10-Oct,10,,,,,,,,,,
1115,neerajbhardwaj-0925723 April 2022,What a magnificent film ever in indian history,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1116,loveesharma20 April 2022,Awsummmmm awsummmmm awsummmmm,No words ..... great performance ... Twists and turns .... Are unbelievable.,10-Oct,10,,,,,,,,,,
1117,rajbullu8 May 2022,Excellent play monster,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1118,gauravguptasatsa18 April 2022,Fire hai🔥🔥🔥🔥🔥,"This Movie 🎥🎥🎥 is Ooo my god,,,, i have no words to explain just go your near cinema hall and enjoy it. This movie is goosebumps 🎉🎉🎉",10-Oct,10,,,,,,,,,,
1119,sohilgolwala16 April 2022,Perfect sequel to a fantastic franchise!!,Truly one of the best movies I have watched with exemplary vision from Prasanth Neel and extraordinary BGM from Ravi Basur. Great screenplay with open ended climax. Excellent repeat value!!,10-Oct,10,,,,,,,,,,
1120,snavdeep-1446615 April 2022,Osm movie,Full drama action thriller may be Sanjay dutt role could be more better. This chapter is 3 times better than previous one.,10-Oct,10,,,,,,,,,,
1121,mayankmishra-1935614 April 2022,#Rocking #Unprecedented #MegaBlockbuster,He is the biggest star. He is the revolution. This is the biggest indian movie.,10-Oct,10,,,,,,,,,,
1122,sagardipmallick26 April 2022,FILM WITH NO STORY,"Total waste of money, its like not a movie it's like an advertisement where Yash is coming in style and moving in style and people are very excited to see him like that, though in kgf 1 there was some story but in this film there's nothing only meaningless action and some scenes that's it, it should not be a film of 3 hours lastly you'll feel bore that when it'll come to end, if the emotional part I mean the mother son part was not there half of the people wouldn't visit cinema hall to watch this. And kind of bad casting only casted sanjay dutt and the ramika sen for attracting audience. They've not been their best even sanjay dutt's look is really terrific but he's looking so old infront of Yash.",01-Oct,1,,,,,,,,,,
1123,darshanloni20 April 2022,"Masterpiece, Fabulous, fantastic etc","Its Fabulous movie u cannot predict the movie, full of goosebumps every 10 mins, I seen many ppl not seen post credit scene that scene turning point don't miss. As A kannadiga and Hollywood sci-fi action movie watcher I can tell you THIS MOVIE IS >>>>>>",10-Oct,10,,,,,,,,,,
1124,gargjyoti-0518415 April 2022,Masterpiece,"OMG. What did I just watch! KGF Chapter 2 is a masterpiece. Audience literally went mad,lots of whistling, hooting and goosebumps!!",10-Oct,10,,,,,,,,,,
1125,ashishkr-4770316 April 2022,WORTH THE WAIT! - MASTERPIECE OF INDIAN CINEMA,"Finally, watched Kgf 2 after waiting for past 3-3.5 years. Just one word to describe the movie ""MASTERPIECE"". Each and Every scene of the movie had an powerful message and strong emotions attach to it. What a direction from Prashant Neel Sir..At the end, the movie was a bit emotional to. All the actors and supporting cast did a wonderful job. Srinidhi also acted very well. Became a Huge Fan of Yash Acting.",10-Oct,10,,,,,,,,,,
1126,siyamulislamsami15 April 2022,Bravo,Just loved it. I like it. Very nice. Very good. Very excellent. Very very cool. Yash was just super. Good night. Good morning. Watching from Bangladesh. I love yash. I love kgf c1. I love kgf c2. I love raveena mam. I love sanju sir. Raveeba mam is my crush.,10-Oct,10,,,,,,,,,,
1127,dhawal-2418514 April 2022,Start the new line of records,This movie is has set very high bar and the story lineup acting and cast selection on the another level the industry is taking the place and making hard for others the benchmark will be not broken easily till years .,10-Oct,10,,,,,,,,,,
1128,borkarroopam18 April 2022,Story,Expectations is not full fill. You don't understand that what exactly going on to understand story you have to watch movie with 100% concentration as like as college lecture going on cinema hall.... it may be part of documentary movie.,07-Oct,7,,,,,,,,,,
1129,ridersatya17 April 2022,#blockbuster..#recordbraker,"If u say..this ant that is one of yours favourite movie..then I will recommend kgf chapter 2... It will be yours only favourite movie after watching this.. #acting was of God level , craze of audience u can't imagine ..#.bgm in Dolby atmos was litting the cinema hall.. bhai ek baat bolu .. ye movie nhi dekha cinema hall me to kya dkeha ?",10-Oct,10,,,,,,,,,,
1130,bneet-9439115 April 2022,"Ignore the movie a a fiction, imagine a movie where you have the balls to do what's you dreamt to do","Loads of points in the movie are far fetched, loads of points are unrealistic. But imagine a person within the current society who doesn't give a sh**. He has goal though unrealistic, but the one was set up by his poor dying mother. This movie is about going through things to achieve these pre-destined Goliaths. The protagonist though unreal resembles a multiverse where a common pneumoniac kid destined to die, can grow up to be an inhuman but still bleed driven by a weakness( his humane side )which propels him to save some if not all. Loads of review online discuss about an over the top story, and I agree but my question to them is, why do you watch a movie? To forget your present, sometimes to remember the past, and sometimes to look for the future. Why can't there be a movie which talks about a resembling past (the ravina tondon performance did remind me of our own Iron Lady with all her shortcomings), a motivation less covid stricken present (where every one is confined to their own dark deep mines) and a selfless future (where your being is in commensalism with others). But just forget about all my bull sh**, watch the movie with a lovely sound track, on a Dolby sound, forget about the in-consequentialness of life, and remember the incapabilities of a father to create another Rocky (pun intended). You will get it when you watch the first half. Thanks.",10-Oct,10,,,,,,,,,,
1131,mistrybarun15 April 2022,Mind Blowing,"One of the best flim in Indian Cinema. Yash as ""Rocky Bhai"" did the great work. It will create new chapter in Indian Cinema for sure. Wanna see again this movie at Cinema hall. Marvellous script & everyone done their best. Superb entry, story, twist, style everything is great.",10-Oct,10,,,,,,,,,,
1132,pavanachar-9648414 April 2022,Finest Movie In Indian Cinema,"This is movie has all emotions, All the part that a movie want. Superb Action, romance, drama, little jokes, sentiments, twists and i am sry i cannot write too long...................................................................................................",10-Oct,10,,,,,,,,,,
1133,udaymishrau28 April 2022,Paisaaa vasool,Best action best drama best cinematography everything best perfection at its peek loved it best film of my life as Yash performance is best dialogue dilivery is best shreenidhi is looking so stunning beautiful she became my crush after seeing the film raveena Tandon has to be thee prime minister of India in real and ofcourse adheera aka Sanju bawaa what a villain love it u nailed it bawaa best villain I have seen in my life.,10-Oct,10,,,,,,,,,,
1134,snaveenk-0228211 May 2022,K G F 2,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1135,kirankky18 April 2022,Best sequel ever in indian cinema,"Dont wait for ott,Enjoy it in theatres...🔥Direction,Music,Screenplay,Editing,Performances,etc.........💥 Creates benchmark for mass movies.... Rocking star yash just rocked Adheera👿",10-Oct,10,,,,,,,,,,
1136,hiteshdhakad20 April 2022,KGF CHAPTER 2,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1137,ichithgowdar14 April 2022,Goosebumps,"There are many scenes where you get goosebumps,best Indian film till date . Visuals are mind blowing .background music was awesome and the surprise in the last minute .was totally worth the wait . Expectations were blown away . Made for theatre experience.",10-Oct,10,,,,,,,,,,
